pdb,reason,temperature_k,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
4KRO,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4KRO.pdb,570.0,116.0,1.0638211965560913,1.4581120014190674
4KRP,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4KRP.pdb,534.0,116.0,1.1140185594558716,1.4354335069656372
4KRP,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4KRP.pdb,534.0,116.0,1.1140185594558716,1.4354335069656372
4LRX,KEEP,293.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4LRX.pdb,712.0,590.0,1.0390948057174683,1.0753391981124878
4MYW,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4MYW.pdb,232.0,303.0,1.1043399572372437,1.216336965560913
4MYW,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4MYW.pdb,232.0,303.0,1.1043399572372437,1.216336965560913
3U82,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\3U82.pdb,231.0,300.0,1.1722849607467651,1.2264679670333862
3U82,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\3U82.pdb,231.0,300.0,1.1722849607467651,1.2264679670333862
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NM8,KEEP,303.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.3413182497024536,1.2266309261322021
4NZW,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NZW.pdb,309.0,266.0,1.2174237966537476,1.2318687438964844
4NZW,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NZW.pdb,309.0,266.0,1.2174237966537476,1.2318687438964844
4NZW,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4NZW.pdb,309.0,266.0,1.2174237966537476,1.2318687438964844
4O27,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,1.1721338033676147,1.190132737159729
4O27,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,1.1721338033676147,1.190132737159729
4O27,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,1.1721338033676147,1.190132737159729
4O27,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,1.1721338033676147,1.190132737159729
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OFY,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.4403607845306396,1.4068204164505005
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4OZG,KEEP,293.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,1.1058884859085083,1.2627644538879395
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P5T,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,1.1460962295532227,1.3131697177886963
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
4P23,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,1.1995413303375244,1.359212875366211
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
3C60,KEEP,298.0,,,,TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,1.1794459819793701,1.3632915019989014
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
4PWX,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.2151561975479126,1.216424822807312
2C5D,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\2C5D.pdb,380.0,191.0,1.118698239326477,1.2690943479537964
2C5D,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\2C5D.pdb,380.0,191.0,1.118698239326477,1.2690943479537964
2C5D,KEEP,298.0,,,,OTHER,src\bridging\generatedData\pdb_cache\2C5D.pdb,380.0,191.0,1.118698239326477,1.2690943479537964
