pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
4QTI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FX9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5ZIA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3GGW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4DKF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3QWO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4GMS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5VYF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5DMJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5TKJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KN5,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5ZIA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6CWT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4HKX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5SX4,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3DVG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1I8I,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1I8K,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2A6I,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6FE4,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2ZPK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4RDQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5CZX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ALA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5TKJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4X7D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4G3Y,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6BLH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EO1,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6H7N,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WUX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4EIZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2WUB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3HAE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,
1N64,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4DGI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5ZXV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2OR9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1NBY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4WV1,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6D01,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5GRJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FX8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4MHH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5IGX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1HH6,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2Y07,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4X7D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2OQJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6B08,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3ETB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1ZA3,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4RIS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1FE8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4JG0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6BLI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4U6V,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EO1,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4M1D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3NH7,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4POU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2JIX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3W2D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1OP9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3LRH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4GXU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5HHX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5C0N,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4KRP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2XQB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5TOJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WT9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3FKU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6II9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4K9E,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3B2U,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EYU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5USH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5YOY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1MLC,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3UYP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4G6J,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5USL,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FJH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5W08,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5UTZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4DKE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4YBL,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XH2,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3MXW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1ZVY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1P4B,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5CZX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2OQJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2H9G,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5ANM,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6MI2,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FJG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3BGF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IFL,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5O0W,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2ZPK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4PY8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1HEZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5XXY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3P0G,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4J4P,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6DF2,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EYF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1HH9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5J56,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5AAW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2P46,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WI9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3A6C,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3Q3G,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4JZJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6II9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KVF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4KFZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5E8D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5USH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3FKU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5I5K,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4MHJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IXT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EO1,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6BB4,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FJH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2W9E,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1ZMY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6EYO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IFP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2HFG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4X7E,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IDY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2VXS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5FCU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5O0W,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4HJJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3ETB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WUX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2J6E,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4HLZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6A67,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2MPA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3FN0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2VXQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4J8R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5OMN,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WTT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ZFF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KZP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2J5L,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3LHP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5I8C,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5AAW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2VXS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3HI6,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5W1M,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4R2G,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6B0G,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EYF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6FGB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3GHE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5CZV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2VYR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4JFZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4GXU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3H3P,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4NM8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3O6M,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4GXU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4G6F,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3LRH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5TE6,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5OMM,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
04-JAN,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ZFO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6.00E+62,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5HVG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2JEL,too_small_partner_len,435.0,85.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JEL.pdb,435.0,85.0,1.559288740158081,1.7751741409301758
4RDQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KVE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5USL,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1NSN,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EYS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2R0L,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2NXZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6DDR,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,
5O03,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IXT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1P2C,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4DKF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5M2M,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1QFU,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4P59,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6EHG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4X7E,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KW9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ODX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3VG9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6FE4,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5SX5,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ZS6,KEEP,431.0,207.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4ZS6.pdb,431.0,207.0,1.5018528699874878,1.5511995553970337
5AAW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1BVK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3MA9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4HLZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4NM8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1NBZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5T6L,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1CZ8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6A67,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5E7F,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5LHN,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6MFT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6AOD,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5YHL,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5TZT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3P11,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6H7N,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5D72,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1ZA3,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2XTJ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5HYS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1QFW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5DFV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5Y7Z,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5T5B,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5BOZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6B3S,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5HGG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IFO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1FSK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6BKB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5T5F,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2NZ9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1DEE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4WEN,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1TZI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4KFZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IU3,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WHK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2WUC,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2AEQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3IU3,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3RVW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6MI2,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EBA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4M1D,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5JDS,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2XRA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3SQO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5WUX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XNM,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6AXK,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5D1X,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4JKP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2NY5,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ZPT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2YPV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ETQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1KXT,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3EOA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5CSZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3UBX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3SDY,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KZP,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6AZZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FJG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5GHW,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3HAE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,
5BO1,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3NH7,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6EJG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1YYM,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5MYX,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5D1X,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6CDM,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5CD5,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XH2,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4DKE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4K2U,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
6D6U,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3NGB,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3G6J,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
1P2C,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3O6L,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4RDQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
3B2U,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4ZFF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2NY6,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
5B71,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4I3R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2X89,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2FX8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
4I18,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
