size_key,pdb_id,ligand_chains,receptor_chains,subgroup,pdb_path,ligand_modeled_residues,receptor_modeled_residues,ligand_seq_len,receptor_seq_len,rcsb_status,status
3FP6|I|E,3FP6,I,E,OTHER,src\bridging\generatedData\pdb_cache\3FP6.pdb,58.0,223.0,,,skipped,ok
3FPU|B|A,3FPU,B,A,OTHER,src\bridging\generatedData\pdb_cache\3FPU.pdb,66.0,100.0,,,skipped,ok
"3FSH|C|A,B",3FSH,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3FSH.pdb,21.0,334.0,,,skipped,ok
"3FXD|B,D|A,C",3FXD,"B,D","A,C",OTHER,src\bridging\generatedData\pdb_cache\3FXD.pdb,115.0,99.0,,,skipped,ok
3G3A|B|A,3G3A,B,A,OTHER,src\bridging\generatedData\pdb_cache\3G3A.pdb,126.0,167.0,,,skipped,ok
3G3A|D|C,3G3A,D,C,OTHER,src\bridging\generatedData\pdb_cache\3G3A.pdb,126.0,167.0,,,skipped,ok
3G3A|F|E,3G3A,F,E,OTHER,src\bridging\generatedData\pdb_cache\3G3A.pdb,126.0,167.0,,,skipped,ok
3G3A|H|G,3G3A,H,G,OTHER,src\bridging\generatedData\pdb_cache\3G3A.pdb,124.0,165.0,,,skipped,ok
3G3B|B|A,3G3B,B,A,OTHER,src\bridging\generatedData\pdb_cache\3G3B.pdb,127.0,169.0,,,skipped,ok
3G3B|D|C,3G3B,D,C,OTHER,src\bridging\generatedData\pdb_cache\3G3B.pdb,124.0,167.0,,,skipped,ok
3G3B|F|E,3G3B,F,E,OTHER,src\bridging\generatedData\pdb_cache\3G3B.pdb,125.0,159.0,,,skipped,ok
3G3B|H|G,3G3B,H,G,OTHER,src\bridging\generatedData\pdb_cache\3G3B.pdb,123.0,71.0,,,skipped,ok
"3G6D|A|H,L",3G6D,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3G6D.pdb,106.0,433.0,,,skipped,ok
3G7A|A|B,3G7A,A,B,OTHER,src\bridging\generatedData\pdb_cache\3G7A.pdb,36.0,30.0,,,skipped,ok
"3G7Z|C,D|A,B",3G7Z,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\3G7Z.pdb,67.0,202.0,,,skipped,ok
3G9V|B|A,3G9V,B,A,OTHER,src\bridging\generatedData\pdb_cache\3G9V.pdb,134.0,173.0,,,skipped,ok
3G9V|D|C,3G9V,D,C,OTHER,src\bridging\generatedData\pdb_cache\3G9V.pdb,130.0,176.0,,,skipped,ok
3G9W|D|A,3G9W,D,A,OTHER,src\bridging\generatedData\pdb_cache\3G9W.pdb,40.0,217.0,,,skipped,ok
3G9W|C|B,3G9W,C,B,OTHER,src\bridging\generatedData\pdb_cache\3G9W.pdb,39.0,204.0,,,skipped,ok
3GB8|B|A,3GB8,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GB8.pdb,267.0,958.0,,,skipped,ok
3GC3|B|A,3GC3,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GC3.pdb,349.0,329.0,,,skipped,ok
"3GD1|I|C,E",3GD1,I,"C,E",OTHER,src\bridging\generatedData\pdb_cache\3GD1.pdb,358.0,645.0,,,skipped,ok
3GJ3|B|A,3GJ3,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ3.pdb,27.0,202.0,,,skipped,ok
3GJ4|B|A,3GJ4,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ4.pdb,27.0,201.0,,,skipped,ok
3GJ4|D|C,3GJ4,D,C,OTHER,src\bridging\generatedData\pdb_cache\3GJ4.pdb,25.0,200.0,,,skipped,ok
3GJ5|B|A,3GJ5,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ5.pdb,26.0,201.0,,,skipped,ok
3GJ5|D|C,3GJ5,D,C,OTHER,src\bridging\generatedData\pdb_cache\3GJ5.pdb,26.0,201.0,,,skipped,ok
3GJ6|B|A,3GJ6,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ6.pdb,26.0,203.0,,,skipped,ok
3GJ7|B|A,3GJ7,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ7.pdb,27.0,201.0,,,skipped,ok
3GJ7|D|C,3GJ7,D,C,OTHER,src\bridging\generatedData\pdb_cache\3GJ7.pdb,27.0,202.0,,,skipped,ok
3GJ8|B|A,3GJ8,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GJ8.pdb,27.0,204.0,,,skipped,ok
3GJ8|D|C,3GJ8,D,C,OTHER,src\bridging\generatedData\pdb_cache\3GJ8.pdb,26.0,204.0,,,skipped,ok
"3GJN|A,D|B,C",3GJN,"A,D","B,C",OTHER,src\bridging\generatedData\pdb_cache\3GJN.pdb,164.0,239.0,,,skipped,ok
3GMW|B|A,3GMW,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GMW.pdb,154.0,261.0,,,skipped,ok
3GMW|D|C,3GMW,D,C,OTHER,src\bridging\generatedData\pdb_cache\3GMW.pdb,156.0,261.0,,,skipped,ok
3GNI|B|A,3GNI,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GNI.pdb,304.0,335.0,,,skipped,ok
3GQI|B|A,3GQI,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GQI.pdb,226.0,304.0,,,skipped,ok
"3GS2|B,D|A,C",3GS2,"B,D","A,C",OTHER,src\bridging\generatedData\pdb_cache\3GS2.pdb,59.0,217.0,,,skipped,ok
"3GSN|A,B|H,L,P",3GSN,"A,B","H,L,P",TCR-pMHC,src\bridging\generatedData\pdb_cache\3GSN.pdb,442.0,383.0,,,skipped,ok
3GTY|S|X,3GTY,S,X,OTHER,src\bridging\generatedData\pdb_cache\3GTY.pdb,149.0,412.0,,,skipped,ok
3GXU|B|A,3GXU,B,A,OTHER,src\bridging\generatedData\pdb_cache\3GXU.pdb,138.0,171.0,,,skipped,ok
"3H2U|A,C|B,D",3H2U,"A,C","B,D",OTHER,src\bridging\generatedData\pdb_cache\3H2U.pdb,356.0,559.0,,,skipped,ok
3H2V|F|B,3H2V,F,B,OTHER,src\bridging\generatedData\pdb_cache\3H2V.pdb,73.0,167.0,,,skipped,ok
3H2V|G|C,3H2V,G,C,OTHER,src\bridging\generatedData\pdb_cache\3H2V.pdb,74.0,167.0,,,skipped,ok
3H2V|H|D,3H2V,H,D,OTHER,src\bridging\generatedData\pdb_cache\3H2V.pdb,73.0,175.0,,,skipped,ok
3H3G|B|A,3H3G,B,A,OTHER,src\bridging\generatedData\pdb_cache\3H3G.pdb,22.0,471.0,,,skipped,ok
3H6S|E|A,3H6S,E,A,OTHER,src\bridging\generatedData\pdb_cache\3H6S.pdb,150.0,220.0,,,skipped,ok
3H6S|F|B,3H6S,F,B,OTHER,src\bridging\generatedData\pdb_cache\3H6S.pdb,150.0,220.0,,,skipped,ok
3H6S|G|C,3H6S,G,C,OTHER,src\bridging\generatedData\pdb_cache\3H6S.pdb,150.0,220.0,,,skipped,ok
3H6S|H|D,3H6S,H,D,OTHER,src\bridging\generatedData\pdb_cache\3H6S.pdb,150.0,220.0,,,skipped,ok
3H7B|C|A,3H7B,C,A,TCR-pMHC,src\bridging\generatedData\pdb_cache\3H7B.pdb,9.0,275.0,,,skipped,ok
3H7B|F|D,3H7B,F,D,TCR-pMHC,src\bridging\generatedData\pdb_cache\3H7B.pdb,9.0,275.0,,,skipped,ok
"3H8D|E,F|A,B",3H8D,"E,F","A,B",OTHER,src\bridging\generatedData\pdb_cache\3H8D.pdb,75.0,223.0,,,skipped,ok
"3H8D|G,H|C,D",3H8D,"G,H","C,D",OTHER,src\bridging\generatedData\pdb_cache\3H8D.pdb,75.0,241.0,,,skipped,ok
3H8K|B|A,3H8K,B,A,OTHER,src\bridging\generatedData\pdb_cache\3H8K.pdb,28.0,164.0,,,skipped,ok
3H9H|C|A,3H9H,C,A,TCR-pMHC,src\bridging\generatedData\pdb_cache\3H9H.pdb,9.0,275.0,,,skipped,ok
3H9H|F|D,3H9H,F,D,TCR-pMHC,src\bridging\generatedData\pdb_cache\3H9H.pdb,9.0,275.0,,,skipped,ok
3HCT|B|A,3HCT,B,A,OTHER,src\bridging\generatedData\pdb_cache\3HCT.pdb,148.0,104.0,,,skipped,ok
"3HCU|B,D|A,C",3HCU,"B,D","A,C",OTHER,src\bridging\generatedData\pdb_cache\3HCU.pdb,299.0,210.0,,,skipped,ok
"3HE6|A|C,D",3HE6,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3HE6.pdb,286.0,439.0,,,skipped,ok
"3HE7|A|C,D",3HE7,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3HE7.pdb,281.0,437.0,,,skipped,ok
"3HG0|D|A,B,C",3HG0,D,"A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3HG0.pdb,124.0,399.0,,,skipped,ok
3HO5|H|B,3HO5,H,B,OTHER,src\bridging\generatedData\pdb_cache\3HO5.pdb,154.0,451.0,,,skipped,ok
"3HPW|C|A,B",3HPW,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3HPW.pdb,33.0,202.0,,,skipped,ok
3HTU|B|A,3HTU,B,A,OTHER,src\bridging\generatedData\pdb_cache\3HTU.pdb,35.0,75.0,,,skipped,ok
3HTU|D|C,3HTU,D,C,OTHER,src\bridging\generatedData\pdb_cache\3HTU.pdb,36.0,75.0,,,skipped,ok
3HTU|F|E,3HTU,F,E,OTHER,src\bridging\generatedData\pdb_cache\3HTU.pdb,32.0,75.0,,,skipped,ok
3HTU|H|G,3HTU,H,G,OTHER,src\bridging\generatedData\pdb_cache\3HTU.pdb,36.0,75.0,,,skipped,ok
"3HUG|A,C,E,G,I,K,M,O,Q,S|B,D,F,H,J,L,N,P,R,T",3HUG,"A,C,E,G,I,K,M,O,Q,S","B,D,F,H,J,L,N,P,R,T",OTHER,src\bridging\generatedData\pdb_cache\3HUG.pdb,749.0,614.0,,,skipped,ok
"3HUJ|A,B|G,H",3HUJ,"A,B","G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\3HUJ.pdb,372.0,447.0,,,skipped,ok
"3HUJ|C,D|E,F",3HUJ,"C,D","E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3HUJ.pdb,373.0,441.0,,,skipped,ok
3IA3|D|A,3IA3,D,A,OTHER,src\bridging\generatedData\pdb_cache\3IA3.pdb,135.0,90.0,,,skipped,ok
3IA3|B|C,3IA3,B,C,OTHER,src\bridging\generatedData\pdb_cache\3IA3.pdb,135.0,90.0,,,skipped,ok
3IDB|B|A,3IDB,B,A,OTHER,src\bridging\generatedData\pdb_cache\3IDB.pdb,149.0,341.0,,,skipped,ok
3IDC|B|A,3IDC,B,A,OTHER,src\bridging\generatedData\pdb_cache\3IDC.pdb,159.0,341.0,,,skipped,ok
3IFQ|C|A,3IFQ,C,A,OTHER,src\bridging\generatedData\pdb_cache\3IFQ.pdb,90.0,546.0,,,skipped,ok
3IFQ|D|B,3IFQ,D,B,OTHER,src\bridging\generatedData\pdb_cache\3IFQ.pdb,88.0,534.0,,,skipped,ok
"3IM4|C|A,B",3IM4,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3IM4.pdb,27.0,99.0,,,skipped,ok
3INB|D|A,3INB,D,A,OTHER,src\bridging\generatedData\pdb_cache\3INB.pdb,126.0,389.0,,,skipped,ok
3INB|C|B,3INB,C,B,OTHER,src\bridging\generatedData\pdb_cache\3INB.pdb,126.0,403.0,,,skipped,ok
"3IT8|A,B,C|D,E,F",3IT8,"A,B,C","D,E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3IT8.pdb,456.0,897.0,,,skipped,ok
"3IT8|G,H,I|J,K,L",3IT8,"G,H,I","J,K,L",TCR-pMHC,src\bridging\generatedData\pdb_cache\3IT8.pdb,456.0,897.0,,,skipped,ok
3IXA|C|A,3IXA,C,A,TCR-pMHC,src\bridging\generatedData\pdb_cache\3IXA.pdb,9.0,275.0,,,skipped,ok
3IXA|F|D,3IXA,F,D,TCR-pMHC,src\bridging\generatedData\pdb_cache\3IXA.pdb,9.0,275.0,,,skipped,ok
3IXS|B|A,3IXS,B,A,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,31.0,111.0,,,skipped,ok
3IXS|D|C,3IXS,D,C,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,34.0,111.0,,,skipped,ok
3IXS|F|E,3IXS,F,E,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,32.0,101.0,,,skipped,ok
3IXS|H|G,3IXS,H,G,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,36.0,99.0,,,skipped,ok
3IXS|J|I,3IXS,J,I,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,30.0,95.0,,,skipped,ok
3IXS|L|K,3IXS,L,K,OTHER,src\bridging\generatedData\pdb_cache\3IXS.pdb,32.0,100.0,,,skipped,ok
"3JSV|C,D|A,B",3JSV,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\3JSV.pdb,169.0,153.0,,,skipped,ok
"3JVF|A,B|C",3JVF,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\3JVF.pdb,208.0,270.0,,,skipped,ok
3JZA|B|A,3JZA,B,A,OTHER,src\bridging\generatedData\pdb_cache\3JZA.pdb,193.0,168.0,,,skipped,ok
3K1R|B|A,3K1R,B,A,OTHER,src\bridging\generatedData\pdb_cache\3K1R.pdb,74.0,192.0,,,skipped,ok
3K2M|D|A,3K2M,D,A,OTHER,src\bridging\generatedData\pdb_cache\3K2M.pdb,101.0,100.0,,,skipped,ok
3K2M|C|B,3K2M,C,B,OTHER,src\bridging\generatedData\pdb_cache\3K2M.pdb,101.0,97.0,,,skipped,ok
"3K3Q|A|B,C",3K3Q,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\3K3Q.pdb,137.0,403.0,,,skipped,ok
3K6G|D|A,3K6G,D,A,OTHER,src\bridging\generatedData\pdb_cache\3K6G.pdb,31.0,92.0,,,skipped,ok
3K6G|E|B,3K6G,E,B,OTHER,src\bridging\generatedData\pdb_cache\3K6G.pdb,34.0,91.0,,,skipped,ok
3K6G|F|C,3K6G,F,C,OTHER,src\bridging\generatedData\pdb_cache\3K6G.pdb,31.0,92.0,,,skipped,ok
3K75|E|C,3K75,E,C,OTHER,src\bridging\generatedData\pdb_cache\3K75.pdb,243.0,149.0,,,skipped,ok
3K8P|C|D,3K8P,C,D,OTHER,src\bridging\generatedData\pdb_cache\3K8P.pdb,289.0,580.0,,,skipped,ok
3K9M|C|A,3K9M,C,A,OTHER,src\bridging\generatedData\pdb_cache\3K9M.pdb,98.0,254.0,,,skipped,ok
3K9M|D|B,3K9M,D,B,OTHER,src\bridging\generatedData\pdb_cache\3K9M.pdb,98.0,254.0,,,skipped,ok
3KBT|D|A,3KBT,D,A,OTHER,src\bridging\generatedData\pdb_cache\3KBT.pdb,151.0,284.0,,,skipped,ok
3KBT|C|B,3KBT,C,B,OTHER,src\bridging\generatedData\pdb_cache\3KBT.pdb,157.0,294.0,,,skipped,ok
3KJ0|B|A,3KJ0,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KJ0.pdb,24.0,157.0,,,skipped,ok
3KJ1|B|A,3KJ1,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KJ1.pdb,22.0,152.0,,,skipped,ok
3KJ2|B|A,3KJ2,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KJ2.pdb,22.0,151.0,,,skipped,ok
3KLS|X|A,3KLS,X,A,OTHER,src\bridging\generatedData\pdb_cache\3KLS.pdb,191.0,1622.0,,,skipped,ok
3KLS|Y|B,3KLS,Y,B,OTHER,src\bridging\generatedData\pdb_cache\3KLS.pdb,191.0,1478.0,,,skipped,ok
3KNB|B|A,3KNB,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KNB.pdb,96.0,98.0,,,skipped,ok
"3KPR|A,C|D,E",3KPR,"A,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3KPR.pdb,285.0,442.0,,,skipped,ok
"3KPR|F,H|I,J",3KPR,"F,H","I,J",TCR-pMHC,src\bridging\generatedData\pdb_cache\3KPR.pdb,285.0,442.0,,,skipped,ok
"3KPS|A,C|D,E",3KPS,"A,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3KPS.pdb,285.0,442.0,,,skipped,ok
3KUC|B|A,3KUC,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KUC.pdb,76.0,167.0,,,skipped,ok
3KV4|B|A,3KV4,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KV4.pdb,12.0,432.0,,,skipped,ok
3KW5|B|A,3KW5,B,A,OTHER,src\bridging\generatedData\pdb_cache\3KW5.pdb,75.0,223.0,,,skipped,ok
3KYI|A|B,3KYI,A,B,OTHER,src\bridging\generatedData\pdb_cache\3KYI.pdb,127.0,104.0,,,skipped,ok
3KZ0|C|A,3KZ0,C,A,OTHER,src\bridging\generatedData\pdb_cache\3KZ0.pdb,23.0,143.0,,,skipped,ok
3KZ0|D|B,3KZ0,D,B,OTHER,src\bridging\generatedData\pdb_cache\3KZ0.pdb,23.0,145.0,,,skipped,ok
3KZ1|F|A,3KZ1,F,A,OTHER,src\bridging\generatedData\pdb_cache\3KZ1.pdb,179.0,360.0,,,skipped,ok
3KZ1|E|B,3KZ1,E,B,OTHER,src\bridging\generatedData\pdb_cache\3KZ1.pdb,179.0,357.0,,,skipped,ok
3L33|E|A,3L33,E,A,OTHER,src\bridging\generatedData\pdb_cache\3L33.pdb,52.0,224.0,,,skipped,ok
3L33|H|D,3L33,H,D,OTHER,src\bridging\generatedData\pdb_cache\3L33.pdb,52.0,224.0,,,skipped,ok
3L33|G|C,3L33,G,C,OTHER,src\bridging\generatedData\pdb_cache\3L33.pdb,52.0,224.0,,,skipped,ok
3L33|F|B,3L33,F,B,OTHER,src\bridging\generatedData\pdb_cache\3L33.pdb,52.0,224.0,,,skipped,ok
"3L5N|M|A,B",3L5N,M,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3L5N.pdb,84.0,1525.0,,,skipped,ok
"3L89|A,B,C|M,N,O",3L89,"A,B,C","M,N,O",OTHER,src\bridging\generatedData\pdb_cache\3L89.pdb,551.0,378.0,,,skipped,ok
"3L89|D,E,F|P,Q,R",3L89,"D,E,F","P,Q,R",OTHER,src\bridging\generatedData\pdb_cache\3L89.pdb,552.0,377.0,,,skipped,ok
"3L89|G,H,I|S,T,U",3L89,"G,H,I","S,T,U",OTHER,src\bridging\generatedData\pdb_cache\3L89.pdb,551.0,376.0,,,skipped,ok
"3L89|J,K,L|V,W,X",3L89,"J,K,L","V,W,X",OTHER,src\bridging\generatedData\pdb_cache\3L89.pdb,553.0,377.0,,,skipped,ok
3L9J|C|T,3L9J,C,T,OTHER,src\bridging\generatedData\pdb_cache\3L9J.pdb,130.0,149.0,,,skipped,ok
3LAQ|A|U,3LAQ,A,U,OTHER,src\bridging\generatedData\pdb_cache\3LAQ.pdb,124.0,258.0,,,skipped,ok
3LAQ|B|V,3LAQ,B,V,OTHER,src\bridging\generatedData\pdb_cache\3LAQ.pdb,125.0,260.0,,,skipped,ok
3LB6|B|D,3LB6,B,D,OTHER,src\bridging\generatedData\pdb_cache\3LB6.pdb,108.0,284.0,,,skipped,ok
3LB8|C|A,3LB8,C,A,OTHER,src\bridging\generatedData\pdb_cache\3LB8.pdb,104.0,419.0,,,skipped,ok
3LB8|D|B,3LB8,D,B,OTHER,src\bridging\generatedData\pdb_cache\3LB8.pdb,103.0,417.0,,,skipped,ok
3LBX|B|A,3LBX,B,A,OTHER,src\bridging\generatedData\pdb_cache\3LBX.pdb,182.0,140.0,,,skipped,ok
"3LK2|T|A,B",3LK2,T,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3LK2.pdb,33.0,512.0,,,skipped,ok
"3LK3|T|A,B",3LK3,T,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3LK3.pdb,49.0,515.0,,,skipped,ok
3LMS|B|A,3LMS,B,A,OTHER,src\bridging\generatedData\pdb_cache\3LMS.pdb,74.0,309.0,,,skipped,ok
"3M0A|D|A,B,C",3M0A,D,"A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3M0A.pdb,74.0,186.0,,,skipped,ok
3M18|B|A,3M18,B,A,OTHER,src\bridging\generatedData\pdb_cache\3M18.pdb,127.0,245.0,,,skipped,ok
"3M9D|G,H,I|A,B,C,D,E,F",3M9D,"G,H,I","A,B,C,D,E,F",OTHER,src\bridging\generatedData\pdb_cache\3M9D.pdb,93.0,1116.0,,,skipped,ok
"3M9D|P,Q,R|J,K,L,M,N,O",3M9D,"P,Q,R","J,K,L,M,N,O",OTHER,src\bridging\generatedData\pdb_cache\3M9D.pdb,93.0,1116.0,,,skipped,ok
3MA2|C|D,3MA2,C,D,OTHER,src\bridging\generatedData\pdb_cache\3MA2.pdb,119.0,171.0,,,skipped,ok
3MA2|B|A,3MA2,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MA2.pdb,117.0,168.0,,,skipped,ok
3MC0|B|A,3MC0,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MC0.pdb,228.0,109.0,,,skipped,ok
3MC0|D|C,3MC0,D,C,OTHER,src\bridging\generatedData\pdb_cache\3MC0.pdb,227.0,109.0,,,skipped,ok
3MCA|B|A,3MCA,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MCA.pdb,341.0,377.0,,,skipped,ok
3ME2|A|R,3ME2,A,R,OTHER,src\bridging\generatedData\pdb_cache\3ME2.pdb,156.0,166.0,,,skipped,ok
"3MHP|C|A,B",3MHP,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3MHP.pdb,26.0,585.0,,,skipped,ok
3MJ7|B|A,3MJ7,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MJ7.pdb,189.0,229.0,,,skipped,ok
3MJH|B|A,3MJH,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MJH.pdb,34.0,168.0,,,skipped,ok
3MJH|D|C,3MJH,D,C,OTHER,src\bridging\generatedData\pdb_cache\3MJH.pdb,33.0,167.0,,,skipped,ok
"3MV7|D,E|A,C",3MV7,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3MV7.pdb,441.0,287.0,,,skipped,ok
"3MV8|D,E|A,C",3MV8,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3MV8.pdb,442.0,287.0,,,skipped,ok
"3MV9|D,E|A,C",3MV9,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3MV9.pdb,441.0,287.0,,,skipped,ok
3MZW|B|A,3MZW,B,A,OTHER,src\bridging\generatedData\pdb_cache\3MZW.pdb,53.0,569.0,,,skipped,ok
"3NH7|D|J,O",3NH7,D,"J,O",OTHER,src\bridging\generatedData\pdb_cache\3NH7.pdb,85.0,431.0,,,skipped,ok
"3NOC|D,E|A,B,C",3NOC,"D,E","A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3NOC.pdb,306.0,3085.0,,,skipped,ok
"3NOG|D,E|A,B,C",3NOG,"D,E","A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3NOG.pdb,305.0,3077.0,,,skipped,ok
"3NPS|B,C|A",3NPS,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\3NPS.pdb,437.0,241.0,,,skipped,ok
"3NPZ|A|B,C",3NPZ,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\3NPZ.pdb,186.0,401.0,,,skipped,ok
3NVQ|F|E,3NVQ,F,E,OTHER,src\bridging\generatedData\pdb_cache\3NVQ.pdb,474.0,588.0,,,skipped,ok
3O34|B|A,3O34,B,A,OTHER,src\bridging\generatedData\pdb_cache\3O34.pdb,11.0,177.0,,,skipped,ok
3O40|B|A,3O40,B,A,OTHER,src\bridging\generatedData\pdb_cache\3O40.pdb,28.0,198.0,,,skipped,ok
3O43|B|A,3O43,B,A,OTHER,src\bridging\generatedData\pdb_cache\3O43.pdb,25.0,198.0,,,skipped,ok
3O4O|A|C,3O4O,A,C,OTHER,src\bridging\generatedData\pdb_cache\3O4O.pdb,152.0,316.0,,,skipped,ok
3O5T|B|A,3O5T,B,A,OTHER,src\bridging\generatedData\pdb_cache\3O5T.pdb,100.0,295.0,,,skipped,ok
3O6B|B|A,3O6B,B,A,OTHER,src\bridging\generatedData\pdb_cache\3O6B.pdb,70.0,195.0,,,skipped,ok
3O6B|D|C,3O6B,D,C,OTHER,src\bridging\generatedData\pdb_cache\3O6B.pdb,68.0,198.0,,,skipped,ok
3O6B|F|E,3O6B,F,E,OTHER,src\bridging\generatedData\pdb_cache\3O6B.pdb,68.0,195.0,,,skipped,ok
3O6B|H|G,3O6B,H,G,OTHER,src\bridging\generatedData\pdb_cache\3O6B.pdb,68.0,192.0,,,skipped,ok
3O6B|J|I,3O6B,J,I,OTHER,src\bridging\generatedData\pdb_cache\3O6B.pdb,61.0,157.0,,,skipped,ok
"3O6F|D,E|A,B,C",3O6F,"D,E","A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3O6F.pdb,424.0,564.0,,,skipped,ok
"3O6Q|B,D|A,C",3O6Q,"B,D","A,C",OTHER,src\bridging\generatedData\pdb_cache\3O6Q.pdb,87.0,281.0,,,skipped,ok
"3O8X|C,D|A",3O8X,"C,D",A,TCR-pMHC,src\bridging\generatedData\pdb_cache\3O8X.pdb,442.0,268.0,,,skipped,ok
"3O9W|C,D|A,B",3O9W,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3O9W.pdb,442.0,371.0,,,skipped,ok
3OAK|D|A,3OAK,D,A,OTHER,src\bridging\generatedData\pdb_cache\3OAK.pdb,29.0,151.0,,,skipped,ok
3OAK|C|B,3OAK,C,B,OTHER,src\bridging\generatedData\pdb_cache\3OAK.pdb,31.0,151.0,,,skipped,ok
3OED|A|C,3OED,A,C,OTHER,src\bridging\generatedData\pdb_cache\3OED.pdb,294.0,130.0,,,skipped,ok
3OED|B|D,3OED,B,D,OTHER,src\bridging\generatedData\pdb_cache\3OED.pdb,294.0,130.0,,,skipped,ok
3OGO|H|C,3OGO,H,C,OTHER,src\bridging\generatedData\pdb_cache\3OGO.pdb,116.0,227.0,,,skipped,ok
3OHM|B|A,3OHM,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OHM.pdb,759.0,318.0,,,skipped,ok
3OIQ|B|A,3OIQ,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OIQ.pdb,30.0,183.0,,,skipped,ok
3OJ2|C|A,3OJ2,C,A,OTHER,src\bridging\generatedData\pdb_cache\3OJ2.pdb,209.0,135.0,,,skipped,ok
3OJ2|D|B,3OJ2,D,B,OTHER,src\bridging\generatedData\pdb_cache\3OJ2.pdb,209.0,135.0,,,skipped,ok
3OJM|B|A,3OJM,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OJM.pdb,211.0,145.0,,,skipped,ok
3OKY|A|B,3OKY,A,B,OTHER,src\bridging\generatedData\pdb_cache\3OKY.pdb,609.0,540.0,,,skipped,ok
3OL2|B|A,3OL2,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OL2.pdb,496.0,614.0,,,skipped,ok
3OLM|A|D,3OLM,A,D,OTHER,src\bridging\generatedData\pdb_cache\3OLM.pdb,412.0,74.0,,,skipped,ok
3ONA|B|A,3ONA,B,A,OTHER,src\bridging\generatedData\pdb_cache\3ONA.pdb,66.0,158.0,,,skipped,ok
"3ONL|C|A,B",3ONL,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3ONL.pdb,95.0,276.0,,,skipped,ok
3ONW|C|A,3ONW,C,A,OTHER,src\bridging\generatedData\pdb_cache\3ONW.pdb,35.0,316.0,,,skipped,ok
