pdb,reason,temperature_k,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
4BJ5,missing_temperature,,,,,OTHER,,,,,
4BJ5,missing_temperature,,,,,OTHER,,,,,
4BKL,missing_temperature,,,,,OTHER,,,,,
4BKX,missing_temperature,,,,,OTHER,,,,,
4BOH,missing_temperature,,,,,OTHER,,,,,
4BPX,missing_temperature,,,,,OTHER,,,,,
4BPX,missing_temperature,,,,,OTHER,,,,,
4BQ6,missing_temperature,,,,,OTHER,,,,,
4BQ6,missing_temperature,,,,,OTHER,,,,,
4BQD,missing_temperature,,,,,OTHER,,,,,
4BQD,missing_temperature,,,,,OTHER,,,,,
4BRU,missing_temperature,,,,,OTHER,,,,,
4BRW,missing_temperature,,,,,OTHER,,,,,
4BSR,missing_temperature,,,,,OTHER,,,,,
4BWQ,missing_temperature,,,,,OTHER,,,,,
4BWQ,missing_temperature,,,,,OTHER,,,,,
4BWQ,missing_temperature,,,,,OTHER,,,,,
4BWQ,missing_temperature,,,,,OTHER,,,,,
4BXL,missing_temperature,,,,,OTHER,,,,,
4BYF,missing_temperature,,,,,OTHER,,,,,
4BYF,missing_temperature,,,,,OTHER,,,,,
4C1N,missing_temperature,,,,,OTHER,,,,,
4C1N,missing_temperature,,,,,OTHER,,,,,
4C1N,missing_temperature,,,,,OTHER,,,,,
4C1N,missing_temperature,,,,,OTHER,,,,,
4C2A,missing_temperature,,,,,OTHER,,,,,
4C2B,missing_temperature,,,,,OTHER,,,,,
4C2B,missing_temperature,,,,,OTHER,,,,,
4C2B,missing_temperature,,,,,OTHER,,,,,
4C2B,missing_temperature,,,,,OTHER,,,,,
4C4K,missing_temperature,,,,,OTHER,,,,,
4C4P,missing_temperature,,,,,OTHER,,,,,
4C5G,missing_temperature,,,,,OTHER,,,,,
4C7N,missing_temperature,,,,,OTHER,,,,,
4C99,missing_temperature,,,,,OTHER,,,,,
4C9B,missing_temperature,,,,,OTHER,,,,,
4CC4,missing_temperature,,,,,OTHER,,,,,
4CC4,missing_temperature,,,,,OTHER,,,,,
4CC4,missing_temperature,,,,,OTHER,,,,,
4CDK,missing_temperature,,,,,OTHER,,,,,
4CDK,missing_temperature,,,,,OTHER,,,,,
4CDK,missing_temperature,,,,,OTHER,,,,,
4CDK,missing_temperature,,,,,OTHER,,,,,
4CJ0,missing_temperature,,,,,OTHER,,,,,
4CJ1,missing_temperature,,,,,OTHER,,,,,
4CJ2,missing_temperature,,,,,OTHER,,,,,
4CJ2,missing_temperature,,,,,OTHER,,,,,
4CMH,missing_temperature,,,,,Antibody-Antigen,,,,,
4CMM,missing_temperature,,,,,OTHER,,,,,
4CNI,missing_temperature,,,,,OTHER,,,,,
4CNI,missing_temperature,,,,,OTHER,,,,,
4CT0,missing_temperature,,,,,OTHER,,,,,
4CU4,missing_temperature,,,,,OTHER,,,,,
4CVW,missing_temperature,,,,,OTHER,,,,,
4D0G,missing_temperature,,,,,OTHER,,,,,
4D0N,missing_temperature,,,,,OTHER,,,,,
4D2G,missing_temperature,,,,,OTHER,,,,,
4D9Q,missing_temperature,,,,,Antibody-Antigen,,,,,
4D9Q,missing_temperature,,,,,Antibody-Antigen,,,,,
4D9R,missing_temperature,,,,,Antibody-Antigen,,,,,
4D9R,missing_temperature,,,,,Antibody-Antigen,,,,,
4DAY,missing_temperature,,,,,OTHER,,,,,
4DBG,missing_temperature,,,,,OTHER,,,,,
4DCK,missing_temperature,,,,,OTHER,,,,,
4DCN,missing_temperature,,,,,OTHER,,,,,
4DG4,missing_temperature,,,,,OTHER,,,,,
4DG4,missing_temperature,,,,,OTHER,,,,,
4DG4,missing_temperature,,,,,OTHER,,,,,
4DG4,missing_temperature,,,,,OTHER,,,,,
4DGE,missing_temperature,,,,,OTHER,,,,,
4DGE,missing_temperature,,,,,OTHER,,,,,
4DGI,missing_temperature,,,,,Antibody-Antigen,,,,,
4DH2,missing_temperature,,,,,OTHER,,,,,
4DH2,missing_temperature,,,,,OTHER,,,,,
4DI3,missing_temperature,,,,,OTHER,,,,,
4DID,missing_temperature,,,,,OTHER,,,,,
4DJ9,missing_temperature,,,,,OTHER,,,,,
4DJZ,missing_temperature,,,,,OTHER,,,,,
4DJZ,missing_temperature,,,,,OTHER,,,,,
4DKD,missing_temperature,,,,,OTHER,,,,,
4DKE,missing_temperature,,,,,Antibody-Antigen,,,,,
4DKE,missing_temperature,,,,,Antibody-Antigen,,,,,
4DKF,missing_temperature,,,,,Antibody-Antigen,,,,,
4DKF,missing_temperature,,,,,Antibody-Antigen,,,,,
4DM6,missing_temperature,,,,,OTHER,,,,,
4DM6,missing_temperature,,,,,OTHER,,,,,
4DM8,missing_temperature,,,,,OTHER,,,,,
4DM8,missing_temperature,,,,,OTHER,,,,,
4DN4,missing_temperature,,,,,OTHER,,,,,
4DOH,missing_temperature,,,,,OTHER,,,,,
4DOH,missing_temperature,,,,,OTHER,,,,,
4DOQ,missing_temperature,,,,,OTHER,,,,,
4DOQ,missing_temperature,,,,,OTHER,,,,,
4DPG,missing_temperature,,,,,OTHER,,,,,
4DPG,missing_temperature,,,,,OTHER,,,,,
4DPG,missing_temperature,,,,,OTHER,,,,,
4DPG,missing_temperature,,,,,OTHER,,,,,
4DRA,missing_temperature,,,,,OTHER,,,,,
4DRA,missing_temperature,,,,,OTHER,,,,,
4DRX,missing_temperature,,,,,OTHER,,,,,
4DRX,missing_temperature,,,,,OTHER,,,,,
4DS8,missing_temperature,,,,,OTHER,,,,,
4DT1,missing_temperature,,,,,OTHER,,,,,
4DTG,missing_temperature,,,,,OTHER,,,,,
4DVG,missing_temperature,,,,,OTHER,,,,,
4DX8,missing_temperature,,,,,OTHER,,,,,
4DX8,missing_temperature,,,,,OTHER,,,,,
4DX8,missing_temperature,,,,,OTHER,,,,,
4DX8,missing_temperature,,,,,OTHER,,,,,
4DXA,missing_temperature,,,,,OTHER,,,,,
4DZU,missing_temperature,,,,,OTHER,,,,,
4DZV,missing_temperature,,,,,OTHER,,,,,
4.00E+41,missing_temperature,,,,,TCR-pMHC,,,,,
4.00E+41,missing_temperature,,,,,TCR-pMHC,,,,,
4EDW,missing_temperature,,,,,OTHER,,,,,
4EEE,missing_temperature,,,,,OTHER,,,,,
4EEF,missing_temperature,,,,,OTHER,,,,,
4EEF,missing_temperature,,,,,OTHER,,,,,
4EEF,missing_temperature,,,,,OTHER,,,,,
4EHQ,missing_temperature,,,,,OTHER,,,,,
4EI5,missing_temperature,,,,,TCR-pMHC,,,,,
4EI5,missing_temperature,,,,,TCR-pMHC,,,,,
4EIG,missing_temperature,,,,,Antibody-Antigen,,,,,
4EIZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4EIZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4EKC,missing_temperature,,,,,OTHER,,,,,
4EKC,missing_temperature,,,,,OTHER,,,,,
4ELM,missing_temperature,,,,,TCR-pMHC,,,,,
4ELM,missing_temperature,,,,,TCR-pMHC,,,,,
4EN3,missing_temperature,,,,,TCR-pMHC,,,,,
4EO5,missing_temperature,,,,,OTHER,,,,,
4EOZ,missing_temperature,,,,,OTHER,,,,,
4EQA,missing_temperature,,,,,OTHER,,,,,
4EQA,missing_temperature,,,,,OTHER,,,,,
4ETP,missing_temperature,,,,,OTHER,,,,,
4ETQ,missing_temperature,,,,,Antibody-Antigen,,,,,
4ETQ,missing_temperature,,,,,Antibody-Antigen,,,,,
4ETW,missing_temperature,,,,,OTHER,,,,,
4ETW,missing_temperature,,,,,OTHER,,,,,
4EUK,missing_temperature,,,,,OTHER,,,,,
4EXP,missing_temperature,,,,,OTHER,,,,,
4F0A,missing_temperature,,,,,OTHER,,,,,
4F0Z,missing_temperature,,,,,OTHER,,,,,
4F37,missing_temperature,,,,,Antibody-Antigen,,,,,
4F37,missing_temperature,,,,,Antibody-Antigen,,,,,
4F38,missing_temperature,,,,,OTHER,,,,,
4F3F,missing_temperature,,,,,OTHER,,,,,
4F48,missing_temperature,,,,,OTHER,,,,,
4F6R,missing_temperature,,,,,OTHER,,,,,
4F9L,missing_temperature,,,,,OTHER,,,,,
4F9L,missing_temperature,,,,,OTHER,,,,,
4F9P,missing_temperature,,,,,OTHER,,,,,
4F9P,missing_temperature,,,,,OTHER,,,,,
4FAO,missing_temperature,,,,,OTHER,,,,,
4FFY,missing_temperature,,,,,OTHER,,,,,
4FFZ,missing_temperature,,,,,OTHER,,,,,
4FFZ,missing_temperature,,,,,OTHER,,,,,
4FQ0,missing_temperature,,,,,OTHER,,,,,
4FQ0,missing_temperature,,,,,OTHER,,,,,
4FQJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQR,missing_temperature,,,,,OTHER,,,,,
4FQV,missing_temperature,,,,,Antibody-Antigen,,,,,
4FQV,missing_temperature,,,,,Antibody-Antigen,,,,,
4FQV,missing_temperature,,,,,Antibody-Antigen,,,,,
4FQY,missing_temperature,,,,,Antibody-Antigen,,,,,
4FT4,missing_temperature,,,,,OTHER,,,,,
4FT4,missing_temperature,,,,,OTHER,,,,,
4FTG,missing_temperature,,,,,OTHER,,,,,
4FZV,missing_temperature,,,,,OTHER,,,,,
4G01,missing_temperature,,,,,OTHER,,,,,
4G35,missing_temperature,,,,,OTHER,,,,,
4G3Y,missing_temperature,,,,,OTHER,,,,,
4G59,missing_temperature,,,,,TCR-pMHC,,,,,
4G6F,missing_temperature,,,,,Antibody-Antigen,,,,,
4G6F,missing_temperature,,,,,Antibody-Antigen,,,,,
4G6U,missing_temperature,,,,,OTHER,,,,,
4G8A,missing_temperature,,,,,OTHER,,,,,
4G8A,missing_temperature,,,,,OTHER,,,,,
4G8G,missing_temperature,,,,,TCR-pMHC,,,,,
4G9F,missing_temperature,,,,,TCR-pMHC,,,,,
4GAF,missing_temperature,,,,,OTHER,,,,,
4GEH,missing_temperature,,,,,OTHER,,,,,
4GEH,missing_temperature,,,,,OTHER,,,,,
4GEQ,missing_temperature,,,,,OTHER,,,,,
4GEQ,missing_temperature,,,,,OTHER,,,,,
4GG6,missing_temperature,,,,,TCR-pMHC,,,,,
4GG6,missing_temperature,,,,,TCR-pMHC,,,,,
4GH7,missing_temperature,,,,,OTHER,,,,,
4GH7,missing_temperature,,,,,OTHER,,,,,
4GI3,missing_temperature,,,,,OTHER,,,,,
4GIQ,missing_temperature,,,,,OTHER,,,,,
4GKO,missing_temperature,,,,,OTHER,,,,,
4GKO,missing_temperature,,,,,OTHER,,,,,
4GKO,missing_temperature,,,,,OTHER,,,,,
4GLA,missing_temperature,,,,,OTHER,,,,,
4GLA,missing_temperature,,,,,OTHER,,,,,
4GLV,missing_temperature,,,,,OTHER,,,,,
4GLV,missing_temperature,,,,,OTHER,,,,,
4GLV,missing_temperature,,,,,OTHER,,,,,
4GLV,missing_temperature,,,,,OTHER,,,,,
4GMS,missing_temperature,,,,,Antibody-Antigen,,,,,
4GMS,missing_temperature,,,,,Antibody-Antigen,,,,,
4GMS,missing_temperature,,,,,Antibody-Antigen,,,,,
4GN3,missing_temperature,,,,,OTHER,,,,,
4GN3,missing_temperature,,,,,OTHER,,,,,
4GN3,missing_temperature,,,,,OTHER,,,,,
4GN3,missing_temperature,,,,,OTHER,,,,,
4GN3,missing_temperature,,,,,OTHER,,,,,
4GN4,missing_temperature,,,,,OTHER,,,,,
4GN5,missing_temperature,,,,,OTHER,,,,,
4GN5,missing_temperature,,,,,OTHER,,,,,
4GNK,missing_temperature,,,,,OTHER,,,,,
4GRL,missing_temperature,,,,,TCR-pMHC,,,,,
4GU0,missing_temperature,,,,,OTHER,,,,,
4GUR,missing_temperature,,,,,OTHER,,,,,
4GXU,missing_temperature,,,,,OTHER,,,,,
4GXU,missing_temperature,,,,,OTHER,,,,,
4H1L,missing_temperature,,,,,TCR-pMHC,,,,,
4H1L,missing_temperature,,,,,TCR-pMHC,,,,,
4H2S,missing_temperature,,,,,OTHER,,,,,
4H2W,missing_temperature,,,,,OTHER,,,,,
4H3P,missing_temperature,,,,,OTHER,,,,,
4H3P,missing_temperature,,,,,OTHER,,,,,
4H5S,missing_temperature,,,,,OTHER,,,,,
4H6J,missing_temperature,,,,,OTHER,,,,,
4H88,missing_temperature,,,,,Antibody-Antigen,,,,,
4HCN,missing_temperature,,,,,OTHER,,,,,
4HCP,missing_temperature,,,,,OTHER,,,,,
4HDO,missing_temperature,,,,,OTHER,,,,,
4HDQ,missing_temperature,,,,,OTHER,,,,,
4HEM,missing_temperature,,,,,OTHER,,,,,
4HEP,missing_temperature,,,,,OTHER,,,,,
4HFF,missing_temperature,,,,,OTHER,,,,,
4HGK,missing_temperature,,,,,OTHER,,,,,
4HGK,missing_temperature,,,,,OTHER,,,,,
4HGM,missing_temperature,,,,,OTHER,,,,,
4HH3,missing_temperature,,,,,OTHER,,,,,
4HIX,missing_temperature,,,,,OTHER,,,,,
4HJ0,missing_temperature,,,,,Antibody-Antigen,,,,,
4HJ0,missing_temperature,,,,,Antibody-Antigen,,,,,
4HJJ,missing_temperature,,,,,OTHER,,,,,
4HKX,missing_temperature,,,,,Antibody-Antigen,,,,,
4HLZ,missing_temperature,,,,,OTHER,,,,,
4HMY,missing_temperature,,,,,OTHER,,,,,
4HNJ,missing_temperature,,,,,OTHER,,,,,
4HRL,missing_temperature,,,,,OTHER,,,,,
4HSA,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4HX3,missing_temperature,,,,,OTHER,,,,,
4I0C,missing_temperature,,,,,OTHER,,,,,
4I0C,missing_temperature,,,,,OTHER,,,,,
4I18,missing_temperature,,,,,OTHER,,,,,
4I18,missing_temperature,,,,,OTHER,,,,,
4I2X,missing_temperature,,,,,OTHER,,,,,
4I2X,missing_temperature,,,,,OTHER,,,,,
4I3R,missing_temperature,,,,,Antibody-Antigen,,,,,
4I6L,missing_temperature,,,,,OTHER,,,,,
4I9X,missing_temperature,,,,,OTHER,,,,,
4IC7,missing_temperature,,,,,OTHER,,,,,
4IC7,missing_temperature,,,,,OTHER,,,,,
4IDJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4IHH,missing_temperature,,,,,OTHER,,,,,
4IHH,missing_temperature,,,,,OTHER,,,,,
4IHL,missing_temperature,,,,,OTHER,,,,,
4IIQ,missing_temperature,,,,,TCR-pMHC,,,,,
4IJ3,missing_temperature,,,,,OTHER,,,,,
4IKA,missing_temperature,,,,,OTHER,,,,,
4ILG,missing_temperature,,,,,OTHER,,,,,
4ILW,missing_temperature,,,,,OTHER,,,,,
4ILW,missing_temperature,,,,,OTHER,,,,,
4IMY,missing_temperature,,,,,OTHER,,,,,
4IMY,missing_temperature,,,,,OTHER,,,,,
4IMY,missing_temperature,,,,,OTHER,,,,,
4IOF,missing_temperature,,,,,Antibody-Antigen,,,,,
4IOF,missing_temperature,,,,,Antibody-Antigen,,,,,
4IOP,missing_temperature,,,,,OTHER,,,,,
4IOS,missing_temperature,,,,,OTHER,,,,,
4IU3,missing_temperature,,,,,OTHER,,,,,
4IW4,missing_temperature,,,,,OTHER,,,,,
4IYP,missing_temperature,,,,,OTHER,,,,,
4J2Y,missing_temperature,,,,,OTHER,,,,,
4J32,missing_temperature,,,,,OTHER,,,,,
4J4P,missing_temperature,,,,,Antibody-Antigen,,,,,
4J4P,missing_temperature,,,,,Antibody-Antigen,,,,,
4J6G,missing_temperature,,,,,OTHER,,,,,
04-JAN,missing_temperature,,,,,Antibody-Antigen,,,,,
04-JAN,missing_temperature,,,,,Antibody-Antigen,,,,,
4JB8,missing_temperature,,,,,OTHER,,,,,
4JE4,missing_temperature,,,,,OTHER,,,,,
4JEG,missing_temperature,,,,,OTHER,,,,,
4JEH,missing_temperature,,,,,OTHER,,,,,
4JKP,missing_temperature,,,,,Antibody-Antigen,,,,,
4JLR,missing_temperature,,,,,OTHER,,,,,
4JLR,missing_temperature,,,,,OTHER,,,,,
4JMF,missing_temperature,,,,,OTHER,,,,,
4JO6,missing_temperature,,,,,OTHER,,,,,
4JRA,missing_temperature,,,,,OTHER,,,,,
4JRA,missing_temperature,,,,,OTHER,,,,,
4JRX,missing_temperature,,,,,TCR-pMHC,,,,,
4JRY,missing_temperature,,,,,TCR-pMHC,,,,,
4JS0,missing_temperature,,,,,OTHER,,,,,
4JW2,missing_temperature,,,,,OTHER,,,,,
4JW3,missing_temperature,,,,,OTHER,,,,,
4JZJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4JZJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4JZW,missing_temperature,,,,,OTHER,,,,,
4JZW,missing_temperature,,,,,OTHER,,,,,
4K0A,missing_temperature,,,,,OTHER,,,,,
4K1R,missing_temperature,,,,,OTHER,,,,,
4K1R,missing_temperature,,,,,OTHER,,,,,
4K24,missing_temperature,,,,,Antibody-Antigen,,,,,
4K2U,missing_temperature,,,,,Antibody-Antigen,,,,,
4K2U,missing_temperature,,,,,Antibody-Antigen,,,,,
4K3J,missing_temperature,,,,,Antibody-Antigen,,,,,
4K5A,missing_temperature,,,,,OTHER,,,,,
4K5B,missing_temperature,,,,,OTHER,,,,,
4K5B,missing_temperature,,,,,OTHER,,,,,
4K71,missing_temperature,,,,,OTHER,,,,,
4K81,missing_temperature,,,,,OTHER,,,,,
4K81,missing_temperature,,,,,OTHER,,,,,
4K81,missing_temperature,,,,,OTHER,,,,,
4K81,missing_temperature,,,,,OTHER,,,,,
4K94,missing_temperature,,,,,OTHER,,,,,
4K9E,missing_temperature,,,,,Antibody-Antigen,,,,,
4KA2,missing_temperature,,,,,OTHER,,,,,
4KBB,missing_temperature,,,,,OTHER,,,,,
4KBB,missing_temperature,,,,,OTHER,,,,,
4KDI,missing_temperature,,,,,OTHER,,,,,
4KDI,missing_temperature,,,,,OTHER,,,,,
4KFZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4KFZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4KGG,missing_temperature,,,,,OTHER,,,,,
4KGQ,missing_temperature,,,,,OTHER,,,,,
4KHT,missing_temperature,,,,,Antibody-Antigen,,,,,
4KHX,missing_temperature,,,,,Antibody-Antigen,,,,,
4KJY,missing_temperature,,,,,OTHER,,,,,
4KJY,missing_temperature,,,,,OTHER,,,,,
4KP3,missing_temperature,,,,,OTHER,,,,,
4KR0,missing_temperature,,,,,OTHER,,,,,
4KT1,missing_temperature,,,,,OTHER,,,,,
4KT3,missing_temperature,,,,,OTHER,,,,,
4KT5,missing_temperature,,,,,OTHER,,,,,
4KV5,missing_temperature,,,,,OTHER,,,,,
4KV5,missing_temperature,,,,,OTHER,,,,,
4KVG,missing_temperature,,,,,OTHER,,,,,
4KVG,missing_temperature,,,,,OTHER,,,,,
4KXZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4KXZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4KXZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4KXZ,missing_temperature,,,,,Antibody-Antigen,,,,,
4L0P,missing_temperature,,,,,OTHER,,,,,
4L67,missing_temperature,,,,,OTHER,,,,,
4LAD,missing_temperature,,,,,OTHER,,,,,
4LEO,missing_temperature,,,,,OTHER,,,,,
4LGP,missing_temperature,,,,,OTHER,,,,,
4LGP,missing_temperature,,,,,OTHER,,,,,
4LGR,missing_temperature,,,,,OTHER,,,,,
4LIQ,missing_temperature,,,,,Antibody-Antigen,,,,,
4LLO,missing_temperature,,,,,OTHER,,,,,
4LLO,missing_temperature,,,,,OTHER,,,,,
4LLO,missing_temperature,,,,,OTHER,,,,,
4LLO,missing_temperature,,,,,OTHER,,,,,
4LMQ,missing_temperature,,,,,Antibody-Antigen,,,,,
4LMQ,missing_temperature,,,,,Antibody-Antigen,,,,,
4LN0,missing_temperature,,,,,OTHER,,,,,
4LQF,missing_temperature,,,,,Antibody-Antigen,,,,,
4LQW,missing_temperature,,,,,OTHER,,,,,
4LQW,missing_temperature,,,,,OTHER,,,,,
4LRZ,missing_temperature,,,,,OTHER,,,,,
4LRZ,missing_temperature,,,,,OTHER,,,,,
4LU5,missing_temperature,,,,,Antibody-Antigen,,,,,
4LU5,missing_temperature,,,,,Antibody-Antigen,,,,,
4LXR,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LYL,missing_temperature,,,,,OTHER,,,,,
4LZX,missing_temperature,,,,,OTHER,,,,,
4M0W,missing_temperature,,,,,OTHER,,,,,
4M1G,missing_temperature,,,,,OTHER,,,,,
4M1L,missing_temperature,,,,,OTHER,,,,,
4M38,missing_temperature,,,,,OTHER,,,,,
4M5F,missing_temperature,,,,,OTHER,,,,,
4M5Z,missing_temperature,,,,,Antibody-Antigen,,,,,
4M62,missing_temperature,,,,,OTHER,,,,,
4M62,missing_temperature,,,,,OTHER,,,,,
4M6B,missing_temperature,,,,,OTHER,,,,,
4M6B,missing_temperature,,,,,OTHER,,,,,
4M8Q,missing_temperature,,,,,OTHER,,,,,
4M8Q,missing_temperature,,,,,OTHER,,,,,
04-MAY,missing_temperature,,,,,TCR-pMHC,,,,,
4MHH,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHH,missing_temperature,,,,,OTHER,,,,,
4MHH,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MHJ,missing_temperature,,,,,Antibody-Antigen,,,,,
4MI8,missing_temperature,,,,,OTHER,,,,,
4MI8,missing_temperature,,,,,OTHER,,,,,
4MIT,missing_temperature,,,,,OTHER,,,,,
4MIT,missing_temperature,,,,,OTHER,,,,,
4MIT,missing_temperature,,,,,OTHER,,,,,
4MIT,missing_temperature,,,,,OTHER,,,,,
4MJS,missing_temperature,,,,,OTHER,,,,,
4ML7,missing_temperature,,,,,OTHER,,,,,
4ML7,missing_temperature,,,,,OTHER,,,,,
4MNE,missing_temperature,,,,,OTHER,,,,,
4MNE,missing_temperature,,,,,OTHER,,,,,
4MP0,missing_temperature,,,,,OTHER,,,,,
4MP0,missing_temperature,,,,,OTHER,,,,,
4MQV,missing_temperature,,,,,OTHER,,,,,
4MQV,missing_temperature,,,,,OTHER,,,,,
4MQW,missing_temperature,,,,,OTHER,,,,,
4MQW,missing_temperature,,,,,OTHER,,,,,
4MQW,missing_temperature,,,,,OTHER,,,,,
4MRT,missing_temperature,,,,,OTHER,,,,,
4MSM,missing_temperature,,,,,OTHER,,,,,
4MSM,missing_temperature,,,,,OTHER,,,,,
4MYW,missing_temperature,,,,,OTHER,,,,,
4N7V,missing_temperature,,,,,OTHER,,,,,
4N7Z,missing_temperature,,,,,OTHER,,,,,
4N8C,missing_temperature,,,,,OTHER,,,,,
4N8C,missing_temperature,,,,,OTHER,,,,,
4N8V,missing_temperature,,,,,TCR-pMHC,,,,,
4N9G,missing_temperature,,,,,OTHER,,,,,
4N9G,missing_temperature,,,,,OTHER,,,,,
4N9G,missing_temperature,,,,,OTHER,,,,,
4N9G,missing_temperature,,,,,OTHER,,,,,
4NE9,missing_temperature,,,,,OTHER,,,,,
4NEE,missing_temperature,,,,,OTHER,,,,,
4NEE,missing_temperature,,,,,OTHER,,,,,
4NEE,missing_temperature,,,,,OTHER,,,,,
4NEE,missing_temperature,,,,,OTHER,,,,,
4NG2,missing_temperature,,,,,OTHER,,,,,
4NG2,missing_temperature,,,,,OTHER,,,,,
4NG2,missing_temperature,,,,,OTHER,,,,,
4NG2,missing_temperature,,,,,OTHER,,,,,
4NIQ,missing_temperature,,,,,OTHER,,,,,
4NIQ,missing_temperature,,,,,OTHER,,,,,
4NL9,missing_temperature,,,,,OTHER,,,,,
4NL9,missing_temperature,,,,,OTHER,,,,,
4NM3,missing_temperature,,,,,OTHER,,,,,
4NM8,missing_temperature,,,,,Antibody-Antigen,,,,,
4NM8,missing_temperature,,,,,Antibody-Antigen,,,,,
4NM8,missing_temperature,,,,,Antibody-Antigen,,,,,
4NN6,missing_temperature,,,,,OTHER,,,,,
4NOO,missing_temperature,,,,,OTHER,,,,,
4NOO,missing_temperature,,,,,OTHER,,,,,
4NP4,missing_temperature,,,,,Antibody-Antigen,,,,,
4NP4,missing_temperature,,,,,Antibody-Antigen,,,,,
4NQW,missing_temperature,,,,,OTHER,,,,,
4NSO,missing_temperature,,,,,OTHER,,,,,
4NU1,missing_temperature,,,,,OTHER,,,,,
4NZL,missing_temperature,,,,,OTHER,,,,,
4O1Q,missing_temperature,,,,,OTHER,,,,,
4OD2,missing_temperature,,,,,OTHER,,,,,
4ODX,missing_temperature,,,,,OTHER,,,,,
4ODX,missing_temperature,,,,,OTHER,,,,,
4OFY,missing_temperature,,,,,OTHER,,,,,
4OFY,missing_temperature,,,,,OTHER,,,,,
4OJK,missing_temperature,,,,,OTHER,,,,,
4OL0,missing_temperature,,,,,OTHER,,,,,
4ONS,missing_temperature,,,,,OTHER,,,,,
4ONS,missing_temperature,,,,,OTHER,,,,,
4OQT,missing_temperature,,,,,OTHER,,,,,
4OV6,missing_temperature,,,,,OTHER,,,,,
4OV6,missing_temperature,,,,,OTHER,,,,,
4OVN,missing_temperature,,,,,OTHER,,,,,
4OVN,missing_temperature,,,,,OTHER,,,,,
4OVN,missing_temperature,,,,,OTHER,,,,,
4OVN,missing_temperature,,,,,OTHER,,,,,
4OVN,missing_temperature,,,,,OTHER,,,,,
4OYD,missing_temperature,,,,,OTHER,,,,,
4OYD,missing_temperature,,,,,OTHER,,,,,
4OZF,missing_temperature,,,,,TCR-pMHC,,,,,
4OZG,missing_temperature,,,,,TCR-pMHC,,,,,
4OZG,missing_temperature,,,,,TCR-pMHC,,,,,
4OZH,missing_temperature,,,,,TCR-pMHC,,,,,
4OZH,missing_temperature,,,,,TCR-pMHC,,,,,
4OZI,missing_temperature,,,,,TCR-pMHC,,,,,
4OZI,missing_temperature,,,,,TCR-pMHC,,,,,
4P1N,missing_temperature,,,,,OTHER,,,,,
4P23,missing_temperature,,,,,TCR-pMHC,,,,,
4P2C,missing_temperature,,,,,OTHER,,,,,
4P2O,missing_temperature,,,,,TCR-pMHC,,,,,
4P2Q,missing_temperature,,,,,TCR-pMHC,,,,,
4P2Q,missing_temperature,,,,,TCR-pMHC,,,,,
4P2Q,missing_temperature,,,,,TCR-pMHC,,,,,
4P2Q,missing_temperature,,,,,TCR-pMHC,,,,,
4P2R,missing_temperature,,,,,TCR-pMHC,,,,,
4P2R,missing_temperature,,,,,TCR-pMHC,,,,,
