pdb,reason
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
3KUD,mutant_dropped
1GUA,mutant_dropped
1GUA,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
1C1Y,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
4G0N,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3EQS,mutant_dropped
3LNZ,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3EQY,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3NGB,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE8,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
3SE9,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
1JTD,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
3QHY,mutant_dropped
1OHZ,mutant_dropped
1OHZ,mutant_dropped
1OHZ,mutant_dropped
1OHZ,mutant_dropped
1OHZ,mutant_dropped
2CCL,mutant_dropped
5K39,mutant_dropped
5K39,mutant_dropped
5K39,mutant_dropped
5K39,mutant_dropped
5K39,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
5M2O,mutant_dropped
1YCS,mutant_dropped
1YCS,mutant_dropped
1YCS,mutant_dropped
1YCS,mutant_dropped
1YCS,mutant_dropped
1YCS,mutant_dropped
3EG5,mutant_dropped
3EG5,mutant_dropped
3EG5,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5XCO,mutant_dropped
5UFE,mutant_dropped
5UFE,mutant_dropped
5UFE,mutant_dropped
5UFQ,mutant_dropped
5UFQ,mutant_dropped
5UFQ,mutant_dropped
5UFE,mutant_dropped
5UFE,mutant_dropped
5UFE,mutant_dropped
5UFE,mutant_dropped
5UFQ,mutant_dropped
5UFQ,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
5TAR,mutant_dropped
4L0P,mutant_dropped
4L0P,mutant_dropped
4L0P,mutant_dropped
4L0P,mutant_dropped
4L0P,mutant_dropped
4L0P,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
1KBH,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
2KSO,mutant_dropped
1YQV,mutant_dropped
1YQV,mutant_dropped
1YQV,mutant_dropped
2WPT,mutant_dropped
2WPT,mutant_dropped
2WPT,mutant_dropped
2WPT,mutant_dropped
2WPT,mutant_dropped
2WPT,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
3QIB,mutant_dropped
2OQJ,KEEP
2QHR,KEEP
1VFB,KEEP
2P42,KEEP
3Q3G,KEEP
3EOB,KEEP
1SY6,KEEP
3ETB,KEEP
3IFP,KEEP
3UC0,KEEP
3IU3,KEEP
1JPS,KEEP
3FKU,KEEP
3OGO,KEEP
2QR0,KEEP
3EOA,duplicate_ligand_receptor_pair
2HKF,KEEP
1DZB,KEEP
1OB1,KEEP
3NFP,KEEP
3G5Y,KEEP
2R0Z,KEEP
3B2U,KEEP
3C09,duplicate_ligand_receptor_pair
3NH7,KEEP
3ETB,duplicate_ligand_receptor_pair
3MAC,KEEP
3H42,KEEP
1HEZ,KEEP
2P44,duplicate_ligand_receptor_pair
1MLC,duplicate_ligand_receptor_pair
3L5W,KEEP
3T2N,KEEP
1PZ5,KEEP
3P0Y,duplicate_ligand_receptor_pair
2OQJ,duplicate_ligand_receptor_pair
2VYR,KEEP
3LQA,KEEP
3B2U,duplicate_ligand_receptor_pair
2VYR,duplicate_ligand_receptor_pair
3IFP,duplicate_ligand_receptor_pair
3H3P,KEEP
3NH7,duplicate_ligand_receptor_pair
1TET,KEEP
2CMR,duplicate_ligand_receptor_pair
1BJ1,duplicate_pdb
3NFP,duplicate_ligand_receptor_pair
3E8U,KEEP
3KR3,KEEP
3GGW,KEEP
2A6I,KEEP
2ZPK,KEEP
2WUB,KEEP
2OR9,KEEP
1NBY,KEEP
1HH6,KEEP
2OQJ,duplicate_ligand_receptor_pair
3ETB,duplicate_ligand_receptor_pair
3NH7,duplicate_ligand_receptor_pair
1OP9,duplicate_ligand_receptor_pair
3FKU,duplicate_ligand_receptor_pair
3B2U,duplicate_ligand_receptor_pair
3EYU,KEEP
1MLC,duplicate_ligand_receptor_pair
2QR0,duplicate_ligand_receptor_pair
2FJH,duplicate_ligand_receptor_pair
3MXW,KEEP
1P4B,KEEP
2OQJ,duplicate_ligand_receptor_pair
2FJG,duplicate_ligand_receptor_pair
3BGF,KEEP
3IFL,duplicate_ligand_receptor_pair
2ZPK,duplicate_ligand_receptor_pair
1HEZ,duplicate_ligand_receptor_pair
3EYF,KEEP
1HH9,KEEP
2P46,duplicate_ligand_receptor_pair
3A6C,duplicate_ligand_receptor_pair
3Q3G,duplicate_ligand_receptor_pair
3FKU,duplicate_ligand_receptor_pair
2FJH,duplicate_ligand_receptor_pair
3IFP,duplicate_ligand_receptor_pair
2HFG,KEEP
3ETB,duplicate_ligand_receptor_pair
2VXQ,KEEP
3EYF,duplicate_ligand_receptor_pair
3GHE,KEEP
2VYR,duplicate_ligand_receptor_pair
2QR0,duplicate_ligand_receptor_pair
3H3P,duplicate_ligand_receptor_pair
3O6M,KEEP
2JEL,duplicate_pdb
2QR0,duplicate_ligand_receptor_pair
3EYS,KEEP
2R0L,KEEP
2QR0,duplicate_ligand_receptor_pair
1P2C,duplicate_ligand_receptor_pair
1QFU,KEEP
1BVK,KEEP
3MA9,duplicate_ligand_receptor_pair
1NBZ,duplicate_ligand_receptor_pair
1CZ8,KEEP
3P11,KEEP
2XTJ,KEEP
3IFO,duplicate_ligand_receptor_pair
2NZ9,KEEP
1TZI,duplicate_ligand_receptor_pair
3IU3,duplicate_ligand_receptor_pair
2WUC,duplicate_ligand_receptor_pair
3IU3,duplicate_ligand_receptor_pair
2QR0,duplicate_ligand_receptor_pair
2XRA,KEEP
3EOA,duplicate_ligand_receptor_pair
3SDY,KEEP
2FJG,duplicate_ligand_receptor_pair
3NH7,duplicate_ligand_receptor_pair
3NGB,duplicate_pdb
3G6J,KEEP
1P2C,duplicate_ligand_receptor_pair
3O6L,KEEP
3B2U,duplicate_ligand_receptor_pair
3FKU,duplicate_ligand_receptor_pair
3NGB,duplicate_pdb
3L5Y,duplicate_ligand_receptor_pair
3G6J,duplicate_ligand_receptor_pair
3IFP,duplicate_ligand_receptor_pair
1YY9,duplicate_ligand_receptor_pair
3G5V,KEEP
2EH8,KEEP
2OR9,duplicate_ligand_receptor_pair
2QR0,duplicate_ligand_receptor_pair
2WUB,duplicate_ligand_receptor_pair
2BDN,duplicate_pdb
3Q3G,duplicate_ligand_receptor_pair
2P49,duplicate_ligand_receptor_pair
3R1G,KEEP
2P42,duplicate_ligand_receptor_pair
1BJ1,duplicate_ligand_receptor_pair
1BVK,duplicate_ligand_receptor_pair
3IFO,duplicate_ligand_receptor_pair
3UC0,duplicate_ligand_receptor_pair
1TZH,duplicate_ligand_receptor_pair
1TZH,duplicate_ligand_receptor_pair
2P45,duplicate_ligand_receptor_pair
2VYR,duplicate_ligand_receptor_pair
3L95,KEEP
3EOB,duplicate_ligand_receptor_pair
1YYL,KEEP
3B2U,duplicate_ligand_receptor_pair
1WEJ,KEEP
2UZI,KEEP
2R0K,duplicate_ligand_receptor_pair
3K2U,duplicate_ligand_receptor_pair
3A67,duplicate_ligand_receptor_pair
2P4A,duplicate_ligand_receptor_pair
3L95,duplicate_ligand_receptor_pair
3B2V,duplicate_ligand_receptor_pair
3T2N,duplicate_ligand_receptor_pair
3C09,duplicate_ligand_receptor_pair
3Q3G,duplicate_ligand_receptor_pair
3NGB,duplicate_pdb
2P46,duplicate_ligand_receptor_pair
1OB1,duplicate_ligand_receptor_pair
2P4A,duplicate_ligand_receptor_pair
3L5W,duplicate_ligand_receptor_pair
3OGO,duplicate_ligand_receptor_pair
3FKU,duplicate_ligand_receptor_pair
1DZB,duplicate_ligand_receptor_pair
3OGO,duplicate_ligand_receptor_pair
3A6B,duplicate_ligand_receptor_pair
2VYR,duplicate_ligand_receptor_pair
3GGW,duplicate_ligand_receptor_pair
2DD8,KEEP
3RU8,KEEP
2QR0,duplicate_ligand_receptor_pair
1CZ8,duplicate_ligand_receptor_pair
3OGO,duplicate_ligand_receptor_pair
3QSK,duplicate_ligand_receptor_pair
3FKU,duplicate_ligand_receptor_pair
3PP4,KEEP
2P43,duplicate_ligand_receptor_pair
2P47,duplicate_ligand_receptor_pair
1YYL,duplicate_ligand_receptor_pair
3B2U,duplicate_ligand_receptor_pair
3B2U,duplicate_ligand_receptor_pair
3B2U,duplicate_ligand_receptor_pair
1EO8,KEEP
3MJ9,KEEP
3BGF,duplicate_ligand_receptor_pair
3Q1S,KEEP
2P48,duplicate_ligand_receptor_pair
1KTZ,duplicate_pdb
1JTG,duplicate_pdb
1ATN,KEEP
1EER,KEEP
1KAC,duplicate_pdb
1FSK,KEEP
1AKJ,KEEP
1R0R,duplicate_pdb
1J2J,KEEP
4HX3,KEEP
2SNI,KEEP
1JTD,duplicate_pdb
1UUG,KEEP
1M10,KEEP
1AVX,KEEP
1M27,KEEP
2I25,KEEP
1ZHI,KEEP
2OZA,KEEP
2X9A,KEEP
1FFW,duplicate_ligand_receptor_pair
1EZU,KEEP
1I2M,KEEP
1BVN,KEEP
2OOR,KEEP
2TGP,KEEP
1DFJ,KEEP
2UUY,KEEP
1KXP,KEEP
1GXD,KEEP
1NW9,KEEP
2I9B,KEEP
1BRS,duplicate_ligand_receptor_pair
2NYZ,KEEP
3F1P,KEEP
3CPH,KEEP
3LVK,KEEP
1E4K,KEEP
1GCQ,duplicate_pdb
1A2K,KEEP
4G6J,KEEP
1EMV,duplicate_pdb
1JIW,KEEP
1T6B,KEEP
2PTC,KEEP
3SGB,KEEP
1AVZ,KEEP
1IB1,KEEP
1RV6,KEEP
1XD3,duplicate_ligand_receptor_pair
3G6D,duplicate_ligand_receptor_pair
4DN4,KEEP
1KLU,KEEP
1QA9,KEEP
1ZLI,KEEP
1EWY,KEEP
1NB5,KEEP
1B6C,KEEP
1ACB,duplicate_pdb
1K5D,KEEP
1MAH,duplicate_pdb
1IBR,KEEP
4G6M,KEEP
2MTA,KEEP
1FC2,duplicate_pdb
1US7,KEEP
1RLB,KEEP
2SIC,duplicate_pdb
3A4S,KEEP
3RVW,KEEP
4M76,KEEP
2HLE,duplicate_pdb
1JWH,KEEP
4FQI,KEEP
3H2V,KEEP
1WQ1,KEEP
3BX7,KEEP
2OOB,duplicate_pdb
1KKL,KEEP
1PPE,KEEP
3SZK,duplicate_pdb
1I4D,KEEP
2HQS,KEEP
3L89,KEEP
1WDW,KEEP
1F34,KEEP
1GPW,KEEP
1PVH,KEEP
1ZM4,KEEP
1H1V,KEEP
4CPA,duplicate_ligand_receptor_pair
4IZ7,KEEP
1E96,duplicate_pdb
2FJU,KEEP
1CBW,duplicate_pdb
4Z7U,KEEP
4OZF,KEEP
3PWP,mutant_dropped
3PWP,mutant_dropped
3PWP,duplicate_pdb
2ESV,mutant_dropped
2ESV,KEEP
2ESV,mutant_dropped
3QIW,mutant_dropped
4Z7W,KEEP
4MJI,KEEP
3VXM,mutant_dropped
3VXM,KEEP
3VXR,mutant_dropped
1MWA,KEEP
5D2N,KEEP
1AO7,duplicate_pdb
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,duplicate_pdb
1AO7,duplicate_pdb
1AO7,duplicate_pdb
1AO7,mutant_dropped
1AO7,duplicate_pdb
1AO7,duplicate_pdb
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,duplicate_pdb
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,duplicate_pdb
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
3MV8,mutant_dropped
3FFC,mutant_dropped
3FFC,mutant_dropped
3FFC,mutant_dropped
3FFC,mutant_dropped
1FYT,KEEP
1FYT,mutant_dropped
1FYT,mutant_dropped
3GSN,KEEP
3GSN,mutant_dropped
3GSN,mutant_dropped
3GSN,mutant_dropped
3GSN,mutant_dropped
3GSN,mutant_dropped
3GSN,mutant_dropped
2AK4,duplicate_pdb
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,duplicate_pdb
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,duplicate_pdb
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,duplicate_pdb
2AK4,mutant_dropped
3E3Q,KEEP
3QDG,mutant_dropped
3QDG,duplicate_pdb
3QDG,mutant_dropped
4QRP,KEEP
4QRP,mutant_dropped
4QRP,mutant_dropped
4QRP,mutant_dropped
3QDM,mutant_dropped
2F53,mutant_dropped
3H9S,duplicate_pdb
3H9S,mutant_dropped
1MI5,duplicate_pdb
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,duplicate_pdb
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,duplicate_pdb
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
3UTT,KEEP
3UTT,mutant_dropped
2VLR,mutant_dropped
4FTV,mutant_dropped
4PRH,mutant_dropped
4GG6,KEEP
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
4GG6,mutant_dropped
1G6R,KEEP
1G6R,mutant_dropped
1G6R,mutant_dropped
1G6R,mutant_dropped
3E2H,KEEP
4P46,mutant_dropped
1FO0,KEEP
1FO0,duplicate_ligand_receptor_pair
3O6F,mutant_dropped
3O6F,mutant_dropped
3O6F,mutant_dropped
3O6F,mutant_dropped
3O6F,mutant_dropped
3O6F,mutant_dropped
4JFE,mutant_dropped
3HG1,mutant_dropped
3HG1,duplicate_pdb
3HG1,mutant_dropped
3HG1,duplicate_pdb
3HG1,duplicate_pdb
4P5T,duplicate_pdb
3KXF,mutant_dropped
1LP9,duplicate_pdb
2OL3,KEEP
