pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm,temperature_k
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE3,too_small_partner_len,128.0,183.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,183.0,1.5716923475265503,1.675276517868042,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE3,too_small_partner_len,128.0,183.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,183.0,1.5716923475265503,1.675276517868042,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
